transaction_id,project_name,district,price,area_sqft,psf,sale_date,sale_type,tenure
TXN-01528,Clementi Park Residences,D05,1825000,710.0,2570.42,2025-03-01,Resale,99 yrs
TXN-01677,Scotts Tower,D09,900000,729.79,1233.23,2021-12-25,Sub Sale,99 yrs
TXN-01227,Kallang Riverside,D07,2829000,1010.73,2798.97,2023-05-25,Resale,99 yrs
TXN-00842,Pasir Ris Seaview,D18,1373000,1035.49,1325.95,2022-09-25,Resale,99 yrs
TXN-00421,Queenstown Vista,D03,3874000,1400.0,2767.14,2022-12-10,New Sale,Freehold
TXN-00384,Redhill Peak,D03,1539000,829.9,1854.45,2024-06-05,Sub Sale,Freehold
TXN-01293,Tampines Grande,D18,1027000,500.0,2054.0,2024-04-07,New Sale,Freehold
TXN-00037,Ang Mo Kio Grove,D20,2309000,1036.0,2228.76,2021-12-20,Resale,99 yrs
TXN-01631,One-North Loft,D05,1387000,971.0,1428.42,2025-03-11,New Sale,99 yrs
TXN-00543,Opera Estate,D15,2129000,1091.0,1951.42,2022-01-21,Sub Sale,99 yrs
TXN-01734,Marsiling Grove,D25,2395000,1061.32,2256.62,2023-11-16,Resale,99 yrs
TXN-00108,Punggol Waterfront,D19,2328000,1011.0,2302.67,2023-06-04,Resale,Freehold
TXN-00291,Farrer Road Court,D10,1311000,775.0,1691.61,2025-06-08,Resale,Freehold
TXN-00250,Alexandra Central,D05,2425000,1061.0,2285.58,2022-04-28,New Sale,99 yrs
TXN-00244,Macpherson Park,D13,1962000,971.0,2020.6,2025-02-18,Resale,Freehold
TXN-00253,West Coast Vale,D05,1276000,459.62,2776.22,2021-11-19,Resale,99 yrs
TXN-00386,Balmoral Heights,D10,988000,460.0,2147.83,2024-05-24,New Sale,99 yrs
TXN-00431,Cecil Street Tower,D01,3059000,1091.0,2803.85,2024-10-25,Sub Sale,Freehold
TXN-00237,Hillview Heights,D23,1546000,971.0,1592.17,2024-08-16,Sub Sale,99 yrs
TXN-00205,Scotts Tower,D09,2340000,1010.73,2315.16,2024-12-28,Sub Sale,Freehold
TXN-01619,Kembangan Court,D14,2037000,730.0,2790.41,2023-05-16,Sub Sale,Freehold
TXN-00120,Balestier Point,D12,1640000,1035.49,1583.8,2023-11-27,New Sale,99 yrs
TXN-00521,Yishun Emerald,D27,2117000,1061.32,1994.68,2024-11-26,New Sale,Freehold
TXN-00173,Tampines Grande,D18,2933000,1430.52,2050.3,2020-08-22,Resale,Freehold
TXN-01662,Buona Vista Court,D05,1174000,991.0,1184.66,2025-02-19,New Sale,99 yrs
TXN-00565,Springleaf Green,D26,2376000,1091.0,2177.82,2020-04-12,Sub Sale,Freehold
TXN-01303,Botanic Gardens Residences,D10,1825000,1430.52,1275.76,2021-02-16,Resale,99 yrs
TXN-01426,One-North Loft,D05,1111000,710.0,1564.79,2024-05-31,Resale,Freehold
TXN-01744,Kim Seng Plaza,D09,1172000,580.0,2020.69,2020-04-14,New Sale,Freehold
TXN-00347,West Coast Vale,D05,1261000,799.76,1576.73,2024-05-16,Sub Sale,99 yrs
TXN-00696,Raffles Place Tower,D01,2845000,1091.46,2606.6,2023-11-27,Resale,Freehold
TXN-01747,Sengkang Riviera,D19,1797000,830.0,2165.06,2025-08-23,Sub Sale,Freehold
TXN-00655,Tampines Grande,D18,1370000,1035.49,1323.05,2022-11-26,Resale,Freehold
TXN-00038,Upper Thomson Residences,D26,1489000,1061.32,1402.97,2022-01-21,New Sale,99 yrs
TXN-00828,Holland Village Loft,D10,2653000,991.0,2677.09,2021-06-11,New Sale,99 yrs
TXN-00608,Tampines Grande,D18,1354000,500.52,2705.18,2023-01-13,New Sale,99 yrs
TXN-01135,Maxwell Chambers Suites,D01,2238000,970.9,2305.07,2025-08-22,Resale,Freehold
TXN-00935,Marina Bay Suites,D01,2342000,1091.0,2146.65,2023-02-03,Sub Sale,Freehold
TXN-00360,Lavender Street Loft,D07,888000,710.0,1250.7,2021-02-08,Sub Sale,99 yrs
TXN-00283,Kembangan Court,D14,1939000,971.0,1996.91,2022-12-30,Resale,99 yrs
TXN-01184,Harbourfront Residences,D04,2578000,970.9,2655.26,2022-11-27,Sub Sale,Freehold
TXN-01465,The Orchid Residences,D19,2484000,970.9,2558.44,2025-01-19,Sub Sale,99 yrs
TXN-00174,Sentosa Cove Villas,D04,761000,480.0,1585.42,2023-10-06,New Sale,Freehold
TXN-00572,Hillview Heights,D23,1130000,799.76,1412.93,2023-10-05,Resale,99 yrs
TXN-00681,Buona Vista Court,D05,1458000,710.42,2052.31,2025-02-26,New Sale,99 yrs
TXN-00043,Anson Residences,D02,2834000,1091.46,2596.52,2025-03-08,Resale,Freehold
TXN-00870,Buona Vista Court,D05,2240000,1061.32,2110.58,2024-10-16,Sub Sale,99 yrs
TXN-00271,Shenton Way Suites,D01,2174000,971.0,2238.93,2023-11-12,Resale,Freehold
TXN-00943,Geylang Quay,D14,2245000,1036.0,2166.99,2024-02-03,New Sale,99 yrs
TXN-00845,Hillview Heights,D23,1840000,1061.32,1733.69,2025-05-02,Sub Sale,99 yrs
TXN-01732,Maxwell Chambers Suites,D01,1753000,970.9,1805.53,2023-06-24,Resale,Freehold
TXN-01318,Newton Suites,D11,2508000,971.0,2582.9,2024-07-10,Resale,Freehold
TXN-01301,Novena Heights,D11,1122000,799.76,1402.92,2023-05-22,Sub Sale,99 yrs
TXN-00714,Pasir Ris Seaview,D18,1843000,1091.46,1688.56,2025-06-15,Resale,99 yrs
TXN-00429,Admiralty Parkview,D25,1520000,750.0,2026.67,2024-09-19,New Sale,Freehold
TXN-00243,Tion Bahru Loft,D03,1290000,550.04,2345.3,2021-05-05,New Sale,99 yrs
TXN-00619,Kim Seng Plaza,D09,1197000,971.0,1232.75,2023-03-29,New Sale,Freehold
TXN-01278,Marina Bay Suites,D01,2426000,800.0,3032.5,2023-02-28,Resale,Freehold
TXN-00801,Tion Bahru Loft,D03,3050000,971.0,3141.09,2025-06-25,New Sale,99 yrs
TXN-00240,Shenton Way Suites,D01,2131000,829.9,2567.79,2022-10-13,Sub Sale,99 yrs
TXN-00673,Shenton Way Suites,D01,1169000,775.0,1508.39,2021-09-29,Resale,Freehold
TXN-01186,Kembangan Court,D14,2015000,1061.32,1898.58,2024-06-29,Sub Sale,Freehold
TXN-01674,Tanjong Pagar Place,D02,978000,525.28,1861.87,2025-04-04,Sub Sale,Freehold
TXN-00500,One-North Loft,D05,996000,550.04,1810.79,2025-06-28,Sub Sale,Freehold
TXN-01458,Sixth Avenue Suites,D10,1185000,750.24,1579.49,2020-12-20,Resale,Freehold
TXN-01206,Bedok Reservoir Views,D16,2292000,971.0,2360.45,2023-01-30,Resale,99 yrs
TXN-00079,Stevens Suites,D10,1612000,775.0,2080.0,2025-03-06,New Sale,99 yrs
TXN-01710,Choa Chu Kang Residences,D23,1341000,970.9,1381.19,2025-04-03,Resale,99 yrs
TXN-00222,Choa Chu Kang Residences,D23,1038000,580.0,1789.66,2025-02-14,Sub Sale,Freehold
TXN-00486,Alexandra Central,D05,947000,750.0,1262.67,2024-09-23,New Sale,99 yrs
TXN-00875,The Orchid Residences,D19,1769000,991.36,1784.43,2025-02-27,Sub Sale,Freehold
TXN-01425,Outram Park Residences,D03,3408000,1400.38,2433.62,2022-07-07,New Sale,99 yrs
TXN-00770,Orchard Heritage,D09,3365000,1330.42,2529.28,2023-11-05,Sub Sale,Freehold
TXN-00520,Leng Kee Court,D03,2178000,710.0,3067.61,2022-01-04,Sub Sale,Freehold
TXN-01136,Irrawaddy Residences,D11,717000,460.0,1558.7,2021-06-15,Sub Sale,Freehold
TXN-00297,Pasir Ris Seaview,D18,2034000,1330.42,1528.84,2023-11-12,Resale,99 yrs
TXN-01157,Farrer Park Residences,D08,1530000,1061.32,1441.6,2022-06-21,New Sale,Freehold
TXN-00175,Bukit Timah Grove,D21,2132000,1430.52,1490.36,2025-03-26,New Sale,99 yrs
TXN-00622,Novena Heights,D11,2019000,729.79,2766.54,2025-05-20,Sub Sale,99 yrs
TXN-00511,Ang Mo Kio Grove,D20,1272000,729.79,1742.96,2024-07-21,New Sale,Freehold
TXN-01483,Sixth Avenue Suites,D10,2306000,1061.0,2173.42,2024-01-23,Resale,99 yrs
TXN-00094,Outram Park Residences,D03,1283000,459.62,2791.45,2024-10-09,New Sale,99 yrs
TXN-00049,Tion Bahru Loft,D03,2987000,1036.0,2883.2,2025-09-03,Sub Sale,99 yrs
TXN-01614,Paterson Residences,D09,648000,525.28,1233.63,2025-01-11,New Sale,Freehold
TXN-00755,Stevens Suites,D10,2431000,991.36,2452.2,2024-11-10,New Sale,99 yrs
TXN-00595,Kim Seng Plaza,D09,1949000,1061.32,1836.39,2023-07-14,Resale,Freehold
TXN-00900,West Coast Vale,D05,2657000,1035.49,2565.94,2024-11-22,Sub Sale,99 yrs
TXN-01196,Yishun Emerald,D27,3016000,1330.42,2266.96,2023-10-14,Resale,99 yrs
TXN-00751,Punggol Waterfront,D19,2153000,1400.38,1537.44,2022-10-21,New Sale,99 yrs
TXN-01194,Queenstown Vista,D03,2707000,970.9,2788.12,2025-08-17,Resale,Freehold
TXN-00469,Farrer Park Residences,D08,1329000,550.0,2416.36,2022-07-05,Sub Sale,99 yrs
TXN-00019,Ardmore Park,D10,1395000,1036.0,1346.53,2023-10-29,Sub Sale,99 yrs
TXN-00390,Geylang Quay,D14,2554000,1061.0,2407.16,2022-03-29,Sub Sale,99 yrs
TXN-01602,Ardmore Park,D10,2756000,1010.73,2726.74,2025-04-05,Sub Sale,99 yrs
TXN-00086,Bishan Green,D20,662000,460.0,1439.13,2025-04-23,Resale,Freehold
TXN-01434,Nassim Park,D10,1326000,730.0,1816.44,2021-07-25,Resale,99 yrs
TXN-00602,Cecil Street Tower,D01,3104000,1011.0,3070.23,2023-07-22,Sub Sale,99 yrs
TXN-01369,Botanic Gardens Residences,D10,2552000,970.9,2628.48,2023-01-17,New Sale,99 yrs
TXN-01641,Bukit Timah Grove,D21,1211000,1010.73,1198.14,2021-12-23,Sub Sale,99 yrs
TXN-01000,Yishun Emerald,D27,2279000,1011.0,2254.2,2023-03-20,New Sale,Freehold
TXN-01089,Geylang Quay,D14,2559000,1036.0,2470.08,2023-10-01,New Sale,99 yrs
TXN-00370,Pasir Ris Seaview,D18,1999000,1375.0,1453.82,2021-08-05,Resale,Freehold
TXN-01505,Ardmore Park,D10,1910000,1036.0,1843.63,2023-09-29,Resale,99 yrs
TXN-00006,Stevens Suites,D10,1031000,830.0,1242.17,2025-08-07,Resale,99 yrs
TXN-00102,Alexandra Central,D05,2014000,800.0,2517.5,2025-08-08,Sub Sale,Freehold
TXN-00502,Choa Chu Kang Residences,D23,1602000,1010.73,1584.99,2023-04-05,New Sale,Freehold
TXN-00613,Toa Payoh Central,D12,1000000,750.24,1332.9,2024-04-15,Sub Sale,Freehold
TXN-00772,Marsiling Grove,D25,1432000,830.0,1725.3,2021-05-08,Sub Sale,99 yrs
TXN-00955,Bishan Green,D20,1703000,729.79,2333.54,2025-06-14,Sub Sale,Freehold
TXN-01221,Bugis Junction Residences,D07,1917000,1091.0,1757.1,2023-08-14,Resale,Freehold
TXN-00633,Anson Residences,D02,3373000,1061.32,3178.12,2022-08-06,Sub Sale,99 yrs
TXN-01341,Nassim Park,D10,2530000,1091.0,2318.97,2023-10-13,Resale,Freehold
TXN-01213,Bishan Green,D20,1214000,480.0,2529.17,2020-01-18,New Sale,Freehold
TXN-01059,Alexandra Central,D05,3911000,1430.0,2734.97,2025-02-07,New Sale,99 yrs
TXN-00533,Chin Swee Heights,D03,1307000,775.0,1686.45,2023-03-20,Sub Sale,99 yrs
TXN-01322,Cuscaden Residences,D09,1354000,729.79,1855.32,2025-06-06,Sub Sale,Freehold
TXN-00247,Chin Swee Heights,D03,3120000,1061.32,2939.73,2024-05-24,New Sale,Freehold
TXN-00588,Springleaf Green,D26,1232000,1036.0,1189.19,2025-08-09,Resale,99 yrs
TXN-01392,Jurong Lake District,D22,3549000,1310.0,2709.16,2025-02-24,Resale,Freehold
TXN-00604,Pasir Panjang Residences,D05,2096000,775.0,2704.51,2022-12-14,New Sale,99 yrs
TXN-00637,Punggol Waterfront,D19,2405000,1091.46,2203.47,2025-05-17,Resale,Freehold
TXN-01248,Harbourfront Residences,D04,3107000,1036.0,2999.03,2025-03-17,Resale,99 yrs
TXN-01693,The Orchid Residences,D19,1219000,971.0,1255.41,2025-01-05,Sub Sale,Freehold
TXN-01607,Upper Thomson Residences,D26,1493000,550.04,2714.37,2024-10-26,Sub Sale,99 yrs
TXN-00425,Admiralty Parkview,D25,2161000,775.0,2788.39,2025-01-12,Sub Sale,99 yrs
TXN-00899,Sengkang Riviera,D19,2733000,1036.0,2638.03,2024-04-01,New Sale,Freehold
TXN-01117,Queenstown Vista,D03,1176000,525.28,2238.81,2023-01-12,New Sale,99 yrs
TXN-00276,Newton Suites,D11,2546000,1011.0,2518.3,2023-11-21,New Sale,99 yrs
TXN-00501,Lavender Street Loft,D07,1091000,970.9,1123.7,2021-07-05,Sub Sale,Freehold
TXN-00404,Redhill Peak,D03,1903000,991.36,1919.59,2024-12-05,Sub Sale,Freehold
TXN-01207,Queenstown Vista,D03,1908000,971.0,1964.98,2020-01-08,Sub Sale,99 yrs
TXN-01277,Tion Bahru Loft,D03,2645000,1036.0,2553.09,2023-02-09,New Sale,99 yrs
TXN-00080,Novena Heights,D11,1296000,1036.0,1250.97,2021-10-16,New Sale,99 yrs
TXN-01080,Toa Payoh Central,D12,1306000,1035.49,1261.24,2025-06-17,Resale,99 yrs
TXN-00282,Hillview Heights,D23,1194000,459.62,2597.81,2023-04-16,Sub Sale,Freehold
TXN-00851,Clementi Park Residences,D05,3279000,1400.0,2342.14,2020-01-12,New Sale,Freehold
TXN-00697,Yishun Emerald,D27,1261000,459.62,2743.58,2023-10-24,New Sale,Freehold
TXN-00949,Telok Blangah Ridge,D04,2203000,1035.49,2127.5,2024-09-03,Resale,Freehold
TXN-01134,Orchard Heritage,D09,3549000,1375.0,2581.09,2025-04-13,Resale,Freehold
TXN-00522,Geylang Quay,D14,1394000,710.42,1962.23,2025-06-25,New Sale,Freehold
TXN-01199,Siglap Villas,D15,811000,480.0,1689.58,2022-09-23,Sub Sale,Freehold
TXN-01627,River Valley Court,D09,2185000,1309.97,1667.98,2022-02-19,Sub Sale,Freehold
TXN-01449,Bugis Junction Residences,D07,745000,580.0,1284.48,2023-04-06,New Sale,99 yrs
TXN-00181,Woodlands Cascade,D25,1293000,480.0,2693.75,2025-01-09,Sub Sale,99 yrs
TXN-00391,Raffles Place Tower,D01,925000,525.0,1761.9,2025-08-19,New Sale,99 yrs
TXN-01162,West Coast Vale,D05,1868000,750.0,2490.67,2024-05-21,New Sale,99 yrs
TXN-00550,East Coast Parkview,D15,3981000,1430.0,2783.92,2024-10-19,Resale,99 yrs
TXN-00198,Yishun Emerald,D27,2820000,1330.0,2120.3,2025-05-08,Resale,99 yrs
TXN-01561,Katong Seaview,D15,2446000,1091.0,2241.98,2025-02-27,New Sale,99 yrs
TXN-00114,Sengkang Riviera,D19,2132000,775.0,2750.97,2023-02-08,Resale,99 yrs
TXN-00782,Orchard Heritage,D09,1171000,970.9,1206.09,2025-06-05,Sub Sale,99 yrs
TXN-01703,Yishun Emerald,D27,2280000,1091.46,2088.95,2025-07-19,New Sale,Freehold
TXN-01355,Little India Lofts,D08,2719000,1330.0,2044.36,2025-08-12,Resale,99 yrs
TXN-01069,West Coast Vale,D05,2085000,1010.73,2062.87,2025-06-27,Resale,Freehold
TXN-00255,Outram Park Residences,D03,1191000,460.0,2589.13,2020-05-20,Sub Sale,Freehold
TXN-00440,Punggol Waterfront,D19,2502000,1430.0,1749.65,2024-09-15,Resale,Freehold
TXN-01562,River Valley Court,D09,1031000,730.0,1412.33,2023-11-21,Sub Sale,Freehold
TXN-00957,Cecil Street Tower,D01,2491000,1091.0,2283.23,2021-10-21,New Sale,99 yrs
TXN-00668,Pasir Ris Seaview,D18,2352000,1061.0,2216.78,2025-06-01,Resale,Freehold
TXN-00159,Eunos Ville,D14,1915000,1400.38,1367.48,2022-12-21,Sub Sale,99 yrs
TXN-01126,Upper Thomson Residences,D26,1961000,970.9,2019.77,2022-07-29,New Sale,Freehold
TXN-00579,Geylang Quay,D14,1399000,525.0,2664.76,2022-12-10,Resale,99 yrs
TXN-00203,Bishan Green,D20,1714000,799.76,2143.15,2020-03-11,Sub Sale,Freehold
TXN-00835,Cecil Street Tower,D01,1134000,710.0,1597.18,2024-01-03,New Sale,Freehold
TXN-01268,East Coast Parkview,D15,1624000,580.0,2800.0,2021-10-29,New Sale,99 yrs
TXN-00671,Tampines Grande,D18,1412000,580.0,2434.48,2024-04-15,Resale,Freehold
TXN-01138,River Valley Court,D09,793000,459.62,1725.34,2024-07-13,New Sale,99 yrs
TXN-00450,Punggol Waterfront,D19,1054000,799.76,1317.9,2021-08-13,New Sale,Freehold
TXN-00483,Upper Thomson Residences,D26,2217000,1061.0,2089.54,2023-12-28,New Sale,99 yrs
TXN-01367,Sengkang Riviera,D19,2922000,1400.0,2087.14,2020-02-03,New Sale,99 yrs
TXN-00160,Ardmore Park,D10,969000,525.0,1845.71,2022-08-18,Resale,99 yrs
TXN-00061,Admiralty Parkview,D25,2607000,1061.0,2457.12,2023-08-25,Resale,99 yrs
TXN-01705,East Coast Parkview,D15,2455000,1010.73,2428.94,2025-08-09,New Sale,99 yrs
TXN-00855,Alexandra Central,D05,1171000,970.9,1206.09,2024-09-09,Sub Sale,Freehold
TXN-00231,Farrer Road Court,D10,3002000,1091.0,2751.6,2022-01-02,Sub Sale,99 yrs
TXN-00149,Toa Payoh Central,D12,2000000,970.9,2059.94,2024-06-29,Sub Sale,99 yrs
TXN-00627,Lavender Street Loft,D07,2181000,800.0,2726.25,2025-05-30,Resale,Freehold
TXN-01536,One-North Loft,D05,1553000,991.36,1566.54,2023-08-25,New Sale,Freehold
TXN-01632,Orchard Heritage,D09,1203000,775.0,1552.26,2021-03-30,Resale,Freehold
TXN-01308,Sengkang Riviera,D19,1039000,550.04,1888.97,2022-12-26,New Sale,Freehold
TXN-01700,Queenstown Vista,D03,1675000,729.79,2295.17,2025-08-22,Sub Sale,99 yrs
TXN-00286,Grange Road Residences,D09,1964000,1035.49,1896.69,2022-12-27,Resale,99 yrs
TXN-01362,Alexandra Central,D05,2342000,1011.0,2316.52,2024-01-14,Resale,Freehold
TXN-01559,Eunos Ville,D14,2761000,1309.97,2107.69,2024-11-24,New Sale,99 yrs
TXN-00235,West Coast Vale,D05,1291000,830.0,1555.42,2023-10-06,New Sale,Freehold
TXN-00918,Woodlands Cascade,D25,2306000,1330.42,1733.29,2024-06-07,Sub Sale,99 yrs
TXN-01095,Tanjong Pagar Place,D02,1155000,525.28,2198.83,2023-08-03,New Sale,Freehold
TXN-01603,Hillview Heights,D23,1623000,971.0,1671.47,2020-02-14,New Sale,Freehold
TXN-00220,Marina Bay Suites,D01,2187000,799.76,2734.58,2023-11-25,Sub Sale,Freehold
TXN-01024,Toa Payoh Central,D12,902000,799.76,1127.84,2025-04-20,Sub Sale,99 yrs
TXN-00009,Kallang Riverside,D07,2055000,1309.97,1568.74,2022-04-19,Sub Sale,Freehold
TXN-00747,Nassim Park,D10,716000,580.17,1234.11,2021-10-03,New Sale,99 yrs
TXN-00808,Shenton Way Suites,D01,852000,480.0,1775.0,2025-06-28,Resale,99 yrs
TXN-00225,Opera Estate,D15,1216000,991.0,1227.04,2021-12-18,Sub Sale,Freehold
TXN-00448,Telok Blangah Ridge,D04,2599000,970.9,2676.89,2023-11-19,New Sale,Freehold
TXN-00928,Jurong Lake District,D22,1446000,1010.73,1430.65,2021-05-31,Resale,Freehold
TXN-01079,Cecil Street Tower,D01,2059000,1330.0,1548.12,2025-01-10,New Sale,99 yrs
TXN-01612,Yishun Emerald,D27,2035000,1091.46,1864.48,2025-02-27,Sub Sale,99 yrs
TXN-00376,Eunos Ville,D14,2344000,1349.79,1736.56,2021-04-27,Resale,Freehold
TXN-01252,Marina Bay Suites,D01,1971000,730.0,2700.0,2022-08-29,Resale,Freehold
TXN-01348,Lavender Street Loft,D07,3226000,1350.0,2389.63,2024-07-19,Resale,Freehold
TXN-01360,Opera Estate,D15,1958000,1091.46,1793.93,2022-02-19,New Sale,99 yrs
TXN-01477,Marsiling Grove,D25,610000,500.0,1220.0,2025-01-24,Sub Sale,Freehold
TXN-00553,Outram Park Residences,D03,4203000,1430.0,2939.16,2024-01-20,Sub Sale,Freehold
TXN-00519,Marina Bay Suites,D01,1743000,550.0,3169.09,2023-01-05,Sub Sale,Freehold
TXN-00537,Novena Heights,D11,2002000,991.0,2020.18,2023-01-01,Sub Sale,Freehold
TXN-01530,Redhill Peak,D03,2394000,830.0,2884.34,2024-02-10,Resale,99 yrs
TXN-00577,Cuscaden Residences,D09,1668000,1061.32,1571.63,2020-02-10,Sub Sale,Freehold
TXN-00374,Stevens Suites,D10,1218000,1035.49,1176.26,2021-11-08,Sub Sale,Freehold
TXN-00509,Harbourfront Residences,D04,2158000,750.0,2877.33,2025-04-08,Sub Sale,Freehold
TXN-01495,Tion Bahru Loft,D03,1340000,829.9,1614.66,2025-05-10,Resale,99 yrs
TXN-01537,Tion Bahru Loft,D03,3336000,1375.0,2426.18,2023-01-13,Resale,Freehold
TXN-00310,Novena Heights,D11,1185000,1061.32,1116.53,2025-06-10,Sub Sale,99 yrs
TXN-01738,Marina Bay Suites,D01,1809000,1035.49,1747.0,2025-01-24,New Sale,99 yrs
TXN-01273,Grange Road Residences,D09,1746000,775.0,2252.9,2021-11-19,Resale,99 yrs
TXN-01026,Chin Swee Heights,D03,1448000,710.42,2038.24,2023-02-22,Sub Sale,99 yrs
TXN-01299,Katong Seaview,D15,1572000,710.0,2214.08,2024-01-09,New Sale,Freehold
TXN-01554,Lavender Street Loft,D07,1016000,500.0,2032.0,2023-03-25,Sub Sale,99 yrs
TXN-00924,Maxwell Chambers Suites,D01,1855000,1061.32,1747.82,2024-06-15,New Sale,Freehold
TXN-01573,Balestier Point,D12,1948000,991.36,1964.99,2023-01-12,New Sale,99 yrs
TXN-00462,Opera Estate,D15,2657000,991.36,2680.17,2024-02-16,New Sale,Freehold
TXN-01588,Bukit Batok West,D23,1517000,971.0,1562.31,2024-09-15,Resale,Freehold
TXN-01075,Holland Village Loft,D10,1075000,750.24,1432.87,2022-01-06,New Sale,99 yrs
TXN-01321,Paterson Residences,D09,1322000,1061.0,1245.99,2025-05-31,Resale,99 yrs
TXN-01203,Ghim Moh Green,D10,1639000,991.36,1653.29,2023-04-26,Sub Sale,Freehold
TXN-01313,East Coast Parkview,D15,2158000,1061.32,2033.32,2023-05-05,New Sale,Freehold
TXN-00100,Sembawang Springs,D27,1539000,1091.46,1410.04,2024-10-29,New Sale,99 yrs
TXN-01240,River Valley Court,D09,1059000,580.0,1825.86,2023-08-12,New Sale,Freehold
TXN-00071,Chin Swee Heights,D03,3667000,1374.55,2667.78,2023-06-16,Resale,Freehold
TXN-00666,Woodlands Cascade,D25,1150000,480.07,2395.48,2023-03-29,Sub Sale,99 yrs
TXN-01218,Pasir Panjang Residences,D05,2354000,1035.49,2273.33,2021-07-15,New Sale,99 yrs
TXN-00733,Ardmore Park,D10,1547000,799.76,1934.34,2025-08-18,New Sale,Freehold
TXN-00320,Scotts Tower,D09,1683000,971.0,1733.26,2024-12-25,Resale,99 yrs
TXN-01630,Little India Lofts,D08,1585000,710.0,2232.39,2025-07-31,New Sale,99 yrs
TXN-00948,East Coast Parkview,D15,2716000,1374.55,1975.92,2024-10-10,Sub Sale,99 yrs
TXN-00314,Little India Lofts,D08,1378000,1036.0,1330.12,2024-09-27,Resale,Freehold
TXN-01270,Sentosa Cove Villas,D04,1422000,500.0,2844.0,2022-02-17,Resale,Freehold
TXN-00909,Farrer Park Residences,D08,1668000,1091.0,1528.87,2024-10-09,New Sale,Freehold
TXN-00365,Clementi Park Residences,D05,1681000,971.0,1731.2,2025-03-09,Resale,Freehold
TXN-00294,Buona Vista Court,D05,1353000,800.0,1691.25,2025-07-16,New Sale,99 yrs
TXN-01246,Alexandra Central,D05,1528000,971.0,1573.64,2022-09-18,Resale,99 yrs
TXN-01695,Farrer Road Court,D10,1478000,1010.73,1462.31,2024-02-10,New Sale,99 yrs
TXN-00974,Queenstown Vista,D03,3119000,1430.52,2180.32,2020-06-24,New Sale,Freehold
TXN-00004,Balestier Point,D12,1767000,1350.0,1308.89,2023-06-26,Sub Sale,Freehold
TXN-01266,Farrer Park Residences,D08,1752000,1091.0,1605.87,2025-04-07,Sub Sale,Freehold
TXN-01564,Newton Suites,D11,1685000,799.76,2106.89,2024-07-07,Sub Sale,99 yrs
TXN-00264,Eunos Ville,D14,2460000,1061.0,2318.57,2024-08-18,New Sale,99 yrs
TXN-01082,Irrawaddy Residences,D11,1624000,1375.0,1181.09,2025-06-05,Resale,99 yrs
TXN-01249,Ardmore Park,D10,1697000,1036.0,1638.03,2025-01-30,New Sale,99 yrs
TXN-00933,Geylang Quay,D14,837000,580.17,1442.67,2024-06-16,New Sale,99 yrs
TXN-00098,Toa Payoh Central,D12,2219000,1061.32,2090.79,2025-04-07,New Sale,Freehold
TXN-00617,Tion Bahru Loft,D03,1675000,991.0,1690.21,2022-11-26,Sub Sale,Freehold
TXN-01716,Macpherson Park,D13,1772000,729.79,2428.09,2025-05-01,Resale,99 yrs
TXN-01336,Beauty World Residences,D21,1433000,971.0,1475.8,2025-07-23,Resale,Freehold
TXN-01384,Bugis Junction Residences,D07,1514000,830.0,1824.1,2023-07-21,New Sale,99 yrs
TXN-01145,Marsiling Grove,D25,1185000,710.42,1668.03,2022-10-23,Sub Sale,99 yrs
TXN-01224,Irrawaddy Residences,D11,1530000,970.9,1575.85,2024-08-13,Sub Sale,Freehold
TXN-00765,Redhill Peak,D03,2049000,991.0,2067.61,2024-06-06,Resale,99 yrs
TXN-00776,Alexandra Central,D05,1190000,991.0,1200.81,2024-03-17,Resale,Freehold
TXN-01575,Redhill Peak,D03,1228000,710.0,1729.58,2025-05-29,Sub Sale,Freehold
TXN-00074,Queenstown Vista,D03,1699000,729.79,2328.06,2024-08-30,Sub Sale,Freehold
TXN-00213,Harbourfront Residences,D04,1587000,550.0,2885.45,2025-09-02,Resale,Freehold
TXN-00321,Maxwell Chambers Suites,D01,2047000,799.76,2559.52,2021-05-18,Sub Sale,99 yrs
TXN-00629,Harbourfront Residences,D04,2595000,1309.97,1980.97,2024-12-30,New Sale,Freehold
TXN-00057,Balestier Point,D12,1015000,525.0,1933.33,2023-04-16,New Sale,Freehold
TXN-00937,Telok Blangah Ridge,D04,1190000,550.04,2163.5,2021-12-19,New Sale,Freehold
TXN-01332,East Coast Parkview,D15,1728000,1010.73,1709.66,2023-01-19,Sub Sale,Freehold
TXN-01393,Tion Bahru Loft,D03,1737000,775.0,2241.29,2025-03-08,New Sale,99 yrs
TXN-00513,Telok Blangah Ridge,D04,3311000,1091.0,3034.83,2023-02-18,Resale,Freehold
TXN-01014,Bedok Reservoir Views,D16,1337000,829.9,1611.04,2022-05-31,New Sale,99 yrs
TXN-01241,Jurong Lake District,D22,2559000,991.0,2582.24,2025-06-01,Sub Sale,Freehold
TXN-00868,Yishun Emerald,D27,1309000,550.0,2380.0,2025-04-03,Resale,Freehold
TXN-01678,Maxwell Chambers Suites,D01,2885000,991.0,2911.2,2025-06-20,Resale,Freehold
TXN-01320,Chin Swee Heights,D03,3004000,1310.0,2293.13,2023-06-17,New Sale,Freehold
TXN-01517,Botanic Gardens Residences,D10,956000,750.24,1274.25,2021-06-03,Sub Sale,Freehold
TXN-01413,Opera Estate,D15,557000,480.0,1160.42,2023-07-11,New Sale,Freehold
