transaction_id,project_name,district,street,block,floor,unit,bedrooms,area,price,sale_date,sale_type,tenure
TXN-01069,WEST COAST VALE,d05,West Coast Vale,57,28,11,3,93.9 sq m,"$$ 2,085,000",27 Jun 2025,resale,Freehold
TXN-00255,Outram  Park  Residences,d03,Outram Road,2,#37-14,14,1,460 sq ft, 1191000 ,2020-05-20,sub sale,Freehold
TXN-00440,Punggol Waterfront,19,Punggol Central,24,#35-08,08,4,"1,430 sq.ft", 2502000 ,2024-09-15,RESALE,Freehold
TXN-01562,River  Valley  Court, 9 ,River Valley Road,41,#10-17,17,2,730 sqft,"S$ 1,031,000",21 Nov 2023,Sub Sale,Freehold
TXN-00957,cecil  street  tower,D1,Cecil Street,12,21,14,3,1091 sqft,"$$ 2,491,000",2021-10-21, New Sale ,99 yrs
TXN-00668,PASIR RIS SEAVIEW,18,Pasir Ris Drive 1,28,10,11,3,1061 sqft, 2352000 ,2025-06-01, Resale ,Freehold
TXN-00159,  Eunos Ville  ,14,Eunos Road 2,21,26,05,4,130.1 sq m ,1915000,2022-12-21,sub sale,99 yrs
TXN-01126,UPPER THOMSON RESIDENCES,D26,Upper Thomson Road,66,12,02,3,90.2 sqm,"$$ 1,961,000",2022-07-29,new sale,Freehold
TXN-00579,geylang  quay,14,Geylang Road,53,#02-09,09,1,525 sq ft,"S$ 1,399,000",10 Dec 2022,RESALE,99 yrs
TXN-00203,BISHAN GREEN,d20,Bishan Street 22,6,27,17,2,74.3 sq.m,"S$ 1,714,000",11/03/2020,sub sale,Freehold
TXN-00835,Cecil Street Tower,D1,Cecil Street,39,#09-15,15,2,710 sqft,"$1,134,000",03/01/2024,New Sale,Freehold
TXN-01268,east coast parkview, 15 ,Marine Parade Road,20,#36-20,20,1,580 sq ft,"S$ 1,624,000",29/10/2021,New Sale,99 yrs
TXN-00967,holland  village  loft,10,Holland Road,48,#19-08,08,3,90.2 sq.m, 21230000 ,2023-12-18,sub sale,Freehold
TXN-00671,tampines grande,D18,Tampines Avenue 1,61,20,14,1,580 sqft,1412000,15 Apr 2024,RESALE,Freehold
TXN-01412,Upper  Thomson  Residences, 26 ,Upper Thomson Road,23,12,14,3,96.2 sq m,"$288,600",2021-09-23,RESALE,99 yrs
TXN-01138,river  valley  court,D9,River Valley Road,43,6,09,1,42.7 sqm,793000,13/07/2024,NEW SALE,99 yrs
TXN-00450,Punggol  Waterfront, 19 ,Punggol Central,78,20,10,2,74.3 sqm,"$1,054,000",13 Aug 2021,NEW SALE,Freehold
TXN-00483,  Upper Thomson Residences  ,D26,Upper Thomson Road,74,18,10,3,1061 sq ft,"$$ 2,217,000",28/12/2023, New Sale ,99 yrs
TXN-01367,SENGKANG RIVIERA,d19,Sengkang East Avenue,49,#13-16,16,4,1400 sq.ft,2922000,2020-02-03,New Sale,99 yrs
TXN-00160,Ardmore  Park,D10,Ardmore Park,79,#17-15,15,1,525 sq.ft,"S$ 969,000",18/08/2022, Resale ,99 yrs
TXN-00061,Admiralty  Parkview,D25,Woodlands Drive 16,83,#03-03,03,3,1061 sq ft,"$2,607,000",25 Aug 2023,RESALE,99 yrs
TXN-01705,East  Coast  Parkview,d15,Marine Parade Road,1,#23-14,14,3,93.9 sqm,2455000,2025-08-09,new sale,99 yrs
TXN-00855,alexandra  central,d05,Alexandra Road,77,#14-08,08,3,90.2 sqm, 1171000 ,2024-09-09,Sub Sale,Freehold
TXN-00231,FARRER ROAD COURT, 10 ,Farrer Road,51,#21-01,01,3,1091 sq ft, 3002000 ,02 Jan 2022,Sub Sale,99 yrs
TXN-00149,toa payoh central,D12,Lorong 6 Toa Payoh,36,30,10,3,90.2 sq.m, 2000000 ,2024-06-29,Sub Sale,99 yrs
TXN-00627,LAVENDER STREET LOFT,D07,Lavender Street,45,#21-14,14,2,800 sq ft,"$2,181,000",30/05/2025,RESALE,Freehold
TXN-01536,One-North  Loft,D5,One-North Crescent,46,12,02,3,92.1 sqm,"$$ 1,553,000",2023-08-25, New Sale ,Freehold
TXN-01632,Orchard  Heritage, 9 ,Orchard Boulevard,79,17,15,2,72.0 sq m,1203000,30/03/2021,RESALE,Freehold
TXN-01308,sengkang riviera,D19,Sengkang East Avenue,73,11,18,1,51.1 sq m,"$1,039,000",26 Dec 2022,new sale,Freehold
TXN-01700,queenstown vista,D03,Commonwealth Avenue,33,14,18,2,67.8 sq m ,"S$ 1,675,000",22/08/2025,sub sale,99 yrs
TXN-00286,Grange  Road  Residences, 9 ,Grange Road,27,#02-07,07,3,96.2 sq m ,1964000,27/12/2022,RESALE,99 yrs
TXN-01362,alexandra  central, 5 ,Alexandra Road,19,#04-05,05,3,"1,011 sq ft",2342000,2024-01-14,resale,Freehold
TXN-01559,Eunos  Ville,D14,Eunos Road 2,8,27,18,4,121.7 sq m ,"$$ 2,761,000",24 Nov 2024,new sale,99 yrs
TXN-00235,WEST COAST VALE,D5,West Coast Vale,39,2,01,2,830 sqft,"$1,291,000",06 Oct 2023,new sale,Freehold
TXN-00918,Woodlands Cascade,D25,Woodlands Avenue 2,21,#29-16,16,4,123.6 sq m,"$$ 2,306,000",07/06/2024,SUB SALE,99 yrs
TXN-01095,Tanjong Pagar Place,d02,Tanjong Pagar Road,26,21,06,1,48.8 sq m,1155000,2023-08-03,new sale,Freehold
TXN-01481,Katong  Seaview,d15,East Coast Road,76,#07-10,10,3,-,"$1,442,000",27 May 2025,Sub Sale,99 yrs
TXN-01603,Hillview Heights,d23,Hillview Avenue,55,#29-18,18,3,971 sqft,"S$ 1,623,000",14/02/2020, New Sale ,Freehold
TXN-00220,  Marina Bay Suites  ,1,Marina Boulevard,37,#08-11,11,2,74.3 sq.m,"S$ 2,187,000",25 Nov 2023,Sub Sale,Freehold
TXN-01024,toa  payoh  central,D12,Lorong 6 Toa Payoh,87,#17-02,02,2,74.3 sqm,902000,20 Apr 2025,SUB SALE,99 yrs
TXN-00009,Kallang Riverside,7,Kallang Avenue,52,#04-11,11,4,121.7 sq m , 2055000 ,19/04/2022,sub sale,Freehold
TXN-00747,Nassim Park,D10,Nassim Road,44,#21-04,04,1,53.9 sqm, 716000 ,03/10/2021,new sale,99 yrs
TXN-00808,  Shenton Way Suites  ,D1,Shenton Way,15,2,07,1,480 sq ft, 852000 ,28/06/2025,RESALE,99 yrs
TXN-00668,PASIR RIS SEAVIEW,18,Pasir Ris Drive 1,28,10,11,3,1061 sqft, 2352000 ,2025-06-01, Resale ,Freehold
TXN-00225,Opera Estate, 15 ,Fidelio Street,40,#09-15,15,3,991 sqft,1216000,18/12/2021, Sub Sale ,Freehold
TXN-00448,telok blangah ridge,D04,Telok Blangah Road,53,#16-09,09,3,90.2 sqm,"S$ 2,599,000",19 Nov 2023,New Sale,Freehold
TXN-00928,  Jurong Lake District  , 22 ,Yuan Ching Road,78,12,01,3,93.9 sq.m, 1446000 ,31/05/2021,Resale,Freehold
TXN-01398,Buona Vista Court,d05,North Buona Vista Road,10,11,11,3,n/a,"$2,707,000",22/10/2022, New Sale ,Freehold
TXN-01079,  Cecil Street Tower  ,d01,Cecil Street,76,#26-16,16,4,"1,330 sqft",2059000,10 Jan 2025,New Sale,99 yrs
TXN-01612,YISHUN EMERALD,d27,Yishun Avenue 2,78,#27-15,15,3,101.4 sq.m,2035000,27/02/2025,Sub Sale,99 yrs
TXN-01100,yishun emerald, 27 ,Yishun Avenue 2,49,12,20,3,"1,091 sqft","S$ 2,420,000",18/04/2022,RESALE,99 yrs
TXN-00376,Eunos  Ville,14,Eunos Road 2,88,19,16,4,125.4 sq m,"$$ 2,344,000",27/04/2021,Resale,Freehold
TXN-01252,Marina Bay Suites,d01,Marina Boulevard,87,26,08,2,730 sqft,"$$ 1,971,000",29/08/2022,Resale,Freehold
TXN-01348,LAVENDER STREET LOFT,D7,Lavender Street,65,8,11,4,"1,350 sq ft",3226000,2024-07-19, Resale ,Freehold
TXN-00055,ALEXANDRA CENTRAL, 5 ,Alexandra Road,63,19,17,4,1330 sqft,3199000,2024-05-20,New Sale,99 yrs
TXN-01360,Opera  Estate,d15,Fidelio Street,62,11,08,3,101.4 sq m ,"$$ 1,958,000",2022-02-19, New Sale ,99 yrs
TXN-01625,  Ghim Moh Green  ,10,Ghim Moh Road,26,38,14,3,"1,011 sq ft",217000,07 Aug 2022,sub sale,Freehold
TXN-01477,marsiling grove,25,Marsiling Road,13,#32-19,19,1,500 sqft,"$610,000",24 Jan 2025,SUB SALE,Freehold
TXN-00553,OUTRAM PARK RESIDENCES, 3 ,Outram Road,77,38,04,4,1430 sqft,"$4,203,000",2024-01-20,sub sale,Freehold
TXN-00519,marina  bay  suites,1,Marina Boulevard,37,#10-12,12,1,550 sq ft,"S$ 1,743,000",2023-01-05, Sub Sale ,Freehold
TXN-00537,  Novena Heights  ,D11,Thomson Road,70,#20-09,09,3,991 sqft,2002000,01/01/2023, Sub Sale ,Freehold
TXN-00658,LENG KEE COURT,d03,Leng Kee Road,29,6,18,3,n/a,3098000,2020-12-18, New Sale ,99 yrs
TXN-01530,redhill peak,3,Redhill Close,24,#05-15,15,2,830 sq.ft,"$$ 2,394,000",10/02/2024,RESALE,99 yrs
TXN-00577,cuscaden  residences,d09,Cuscaden Road,88,16,08,3,98.6 sqm,1668000,10 Feb 2020, Sub Sale ,Freehold
TXN-00374,stevens suites, 10 ,Stevens Road,52,13,09,3,96.2 sqm,"$1,218,000",08/11/2021,sub sale,Freehold
TXN-00509,harbourfront  residences,D4,Harbourfront Avenue,58,34,16,2,750 sqft,2158000,08/04/2025,Sub Sale,Freehold
TXN-01495,  Tion Bahru Loft  ,D3,Tiong Bahru Road,20,27,13,2,77.1 sqm, 1340000 ,2025-05-10, Resale ,99 yrs
TXN-01693,The Orchid Residences, 19 ,Hougang Avenue 2,70,#19-18,18,3,971 sq.ft,"S$ 1,219,000",05/01/2025,SUB SALE,Freehold
TXN-01537,tion bahru loft,d03,Tiong Bahru Road,50,11,05,4,1375 sq ft,"S$ 3,336,000",13/01/2023, Resale ,Freehold
TXN-00310,novena heights, 11 ,Thomson Road,45,12,15,3,98.6 sq m ,"$1,185,000",10 Jun 2025, Sub Sale ,99 yrs
TXN-01738,marina bay suites,D1,Marina Boulevard,58,19,19,3,96.2 sq m,1809000,24/01/2025,New Sale,99 yrs
TXN-01273,grange  road  residences,D9,Grange Road,43,8,10,2,775 sq ft,"$1,746,000",19 Nov 2021,Resale,99 yrs
TXN-01550,farrer  road  court,D10,Farrer Road,78,#33-11,11,2,750 sq ft,"$$ 13,160,000",21/02/2025,sub sale,99 yrs
TXN-01026,Chin Swee Heights,3,Chin Swee Road,26,#17-14,14,2,66.0 sqm,"$$ 1,448,000",2023-02-22,SUB SALE,99 yrs
TXN-01299,KATONG SEAVIEW,D15,East Coast Road,84,19,07,2,710 sq.ft,"$1,572,000",2024-01-09,NEW SALE,Freehold
TXN-01554,lavender  street  loft,d07,Lavender Street,78,19,07,1,500 sqft,"$$ 1,016,000",25 Mar 2023,Sub Sale,99 yrs
TXN-00924,Maxwell  Chambers  Suites,D01,Maxwell Road,14,25,03,3,98.6 sq m, 1855000 ,15/06/2024,new sale,Freehold
TXN-01573,Balestier Point,D12,Balestier Road,36,#25-03,03,3,92.1 sqm,1948000,2023-01-12,New Sale,99 yrs
TXN-00462,Opera Estate,D15,Fidelio Street,60,#20-05,05,3,92.1 sq m ,"$$ 2,657,000",2024-02-16,New Sale,Freehold
TXN-01588,  Bukit Batok West  , 23 ,Bukit Batok West Avenue 8,25,31,05,3,971 sqft, 1517000 ,15/09/2024,resale,Freehold
TXN-01075,holland village loft,d10,Holland Road,9,36,04,2,69.7 sqm,1075000,06 Jan 2022, New Sale ,99 yrs
TXN-01321,paterson residences,d09,Paterson Road,86,#24-16,16,3,"1,061 sq.ft","$1,322,000",31 May 2025,Resale,99 yrs
TXN-01203,ghim moh green,d10,Ghim Moh Road,5,4,04,3,92.1 sqm,1639000,26 Apr 2023,SUB SALE,Freehold
TXN-00059,Hillview  Heights,D23,Hillview Avenue,29,36,20,3,1091 sq.ft,"$$ 2,841,000",20 May 2023,NEW SALE,Freehold
TXN-01313,  East Coast Parkview  ,D15,Marine Parade Road,52,#38-14,14,3,98.6 sq.m,2158000,05 May 2023,New Sale,Freehold
TXN-00100,  Sembawang Springs  ,D27,Sembawang Road,17,#33-02,02,3,101.4 sq m,"$$ 1,539,000",29/10/2024,new sale,99 yrs
TXN-01240,River  Valley  Court, 9 ,River Valley Road,81,#30-14,14,1,580 sqft,1059000,2023-08-12, New Sale ,Freehold
TXN-00071,CHIN SWEE HEIGHTS,3,Chin Swee Road,4,#26-11,11,4,127.7 sq m , 3667000 ,16 Jun 2023,RESALE,Freehold
TXN-00666,woodlands  cascade, 25 ,Woodlands Avenue 2,13,5,10,1,44.6 sq m ,"S$ 1,150,000",29/03/2023,sub sale,99 yrs
TXN-01218,Pasir Panjang Residences,D05,Pasir Panjang Road,34,38,17,3,96.2 sq m,"$2,354,000",15 Jul 2021,NEW SALE,99 yrs
TXN-00733,Ardmore  Park,10,Ardmore Park,25,20,14,2,74.3 sq m,"$1,547,000",18/08/2025,new sale,Freehold
TXN-00320,Scotts  Tower, 9 ,Scotts Road,2,#13-04,04,3,971 sqft,1683000,2024-12-25, Resale ,99 yrs
TXN-01630,little india lofts,D8,Serangoon Road,22,#22-08,08,2,710 sqft,"$1,585,000",31 Jul 2025,NEW SALE,99 yrs
TXN-00948,East  Coast  Parkview,15,Marine Parade Road,77,#07-10,10,4,127.7 sq m ,"S$ 2,716,000",10/10/2024,sub sale,99 yrs
TXN-00314,little india lofts,d08,Serangoon Road,82,17,16,3,1036 sq.ft,1378000,27 Sep 2024,RESALE,Freehold
TXN-01270,sentosa  cove  villas,d04,Ocean Drive,49,38,16,1,500 sq ft,"$$ 1,422,000",17 Feb 2022,RESALE,Freehold
TXN-00909,Farrer  Park  Residences,d08,Farrer Park Road,67,32,08,3,"1,091 sq.ft", 1668000 ,09/10/2024, New Sale ,Freehold
TXN-00365,Clementi  Park  Residences,D5,Clementi Avenue 2,63,27,16,3,971 sqft,1681000,09 Mar 2025,resale,Freehold
TXN-00294,Buona  Vista  Court, 5 ,North Buona Vista Road,73,#12-15,15,2,800 sq.ft,"$1,353,000",16 Jul 2025, New Sale ,99 yrs
TXN-00285,Tion Bahru Loft,3,Tiong Bahru Road,82,#13-06,06,2,72.0 sq m,$$,21 Jul 2024, Resale ,99 yrs
TXN-01246,ALEXANDRA CENTRAL, 5 ,Alexandra Road,13,19,05,3,971 sq ft,"$$ 1,528,000",2022-09-18, Resale ,99 yrs
TXN-01695,farrer road court,D10,Farrer Road,2,#36-07,07,3,93.9 sq m ,"$1,478,000",2024-02-10,NEW SALE,99 yrs
TXN-00974,  Queenstown Vista  , 3 ,Commonwealth Avenue,77,16,19,4,132.9 sq.m,"$3,119,000",2020-06-24,NEW SALE,Freehold
TXN-01720,TELOK BLANGAH RIDGE,4,Telok Blangah Road,52,2,04,3,98.6 sq m,"S$ 267,300",09/05/2024, Sub Sale ,99 yrs
TXN-00004,balestier  point,D12,Balestier Road,13,7,13,4,"1,350 sqft","$1,767,000",2023-06-26, Sub Sale ,Freehold
TXN-01266,farrer park residences,D08,Farrer Park Road,16,4,09,3,"1,091 sqft","$1,752,000",07/04/2025, Sub Sale ,Freehold
TXN-01564,Newton Suites, 11 ,Newton Road,11,2,12,2,74.3 sq m ,"$$ 1,685,000",2024-07-07,sub sale,99 yrs
TXN-00264,EUNOS VILLE,d14,Eunos Road 2,4,#27-11,11,3,1061 sq ft,2460000,18/08/2024,new sale,99 yrs
TXN-01082,Irrawaddy Residences, 11 ,Irrawaddy Road,27,26,08,4,"1,375 sq ft",1624000,2025-06-05,resale,99 yrs
TXN-01249,ardmore  park,D10,Ardmore Park,36,7,05,3,"1,036 sq ft","$1,697,000",30/01/2025, New Sale ,99 yrs
TXN-00493,chin swee heights,d03,Chin Swee Road,76,#31-15,15,4,1350 sq ft,,2025-05-04, Resale ,Freehold
TXN-00933,geylang  quay,d14,Geylang Road,54,#12-02,02,1,53.9 sq.m,"$$ 837,000",16/06/2024,NEW SALE,99 yrs
TXN-00098,toa payoh central,d12,Lorong 6 Toa Payoh,71,24,11,3,98.6 sq.m, 2219000 ,2025-04-07, New Sale ,Freehold
TXN-00617,tion  bahru  loft,3,Tiong Bahru Road,59,31,04,3,991 sqft,"$$ 1,675,000",2022-11-26,Sub Sale,Freehold
TXN-01716,macpherson park,D13,MacPherson Road,81,#38-04,04,2,67.8 sq m , 1772000 ,01/05/2025,Resale,99 yrs
TXN-01336,beauty world residences,d21,Jalan Jurong Kechil,56,18,03,3,971 sqft,"$$ 1,433,000",2025-07-23,Resale,Freehold
TXN-01384,BUGIS JUNCTION RESIDENCES,D07,Victoria Street,40,22,15,2,830 sq.ft,1514000,2023-07-21,new sale,99 yrs
TXN-01145,marsiling  grove,25,Marsiling Road,88,#29-06,06,2,66.0 sq m,"$$ 1,185,000",23/10/2022,SUB SALE,99 yrs
TXN-01224,  Irrawaddy Residences  ,D11,Irrawaddy Road,24,9,02,3,90.2 sq m,"$$ 1,530,000",2024-08-13, Sub Sale ,Freehold
TXN-00765,redhill  peak,D3,Redhill Close,61,#11-12,12,3,991 sqft,2049000,06/06/2024,RESALE,99 yrs
TXN-00569,CHIN SWEE HEIGHTS,D03,Chin Swee Road,21,33,13,3,93.9 sqm, 2207000 ,2020-12-16,new sale,Freehold
TXN-00776,Alexandra Central,D5,Alexandra Road,55,27,20,3,991 sqft,"$$ 1,190,000",17/03/2024,Resale,Freehold
TXN-01575,Redhill Peak,D03,Redhill Close,59,7,08,2,710 sq ft,"S$ 1,228,000",2025-05-29,sub sale,Freehold
TXN-00074,Queenstown  Vista,3,Commonwealth Avenue,85,#17-10,10,2,67.8 sqm,"$$ 1,699,000",30 Aug 2024,Sub Sale,Freehold
TXN-00213,  Harbourfront Residences  ,4,Harbourfront Avenue,51,#36-13,13,1,550 sq ft, 1587000 ,02 Sep 2025,Resale,Freehold
TXN-00321,MAXWELL CHAMBERS SUITES, 1 ,Maxwell Road,48,18,06,2,74.3 sq m,"$2,047,000",18 May 2021,sub sale,99 yrs
TXN-00629,harbourfront residences,4,Harbourfront Avenue,51,#29-19,19,4,121.7 sqm,2595000,30/12/2024,NEW SALE,Freehold
TXN-00057,balestier point,d12,Balestier Road,60,23,18,1,525 sq ft,1015000,2023-04-16,new sale,Freehold
TXN-00937,Telok Blangah Ridge,D04,Telok Blangah Road,43,26,05,1,51.1 sqm,1190000,19/12/2021,NEW SALE,Freehold
TXN-01332,East  Coast  Parkview,D15,Marine Parade Road,15,4,20,3,93.9 sq m,"$$ 1,728,000",2023-01-19,sub sale,Freehold
TXN-01393,tion  bahru  loft,D03,Tiong Bahru Road,87,23,07,2,775 sq.ft,1737000,2025-03-08, New Sale ,99 yrs
TXN-00513,telok  blangah  ridge,4,Telok Blangah Road,22,#07-07,07,3,"1,091 sq.ft","S$ 3,311,000",18/02/2023,resale,Freehold
TXN-01014,BEDOK RESERVOIR VIEWS,D16,Bedok Reservoir Road,38,36,04,2,77.1 sq m ,"$1,337,000",31/05/2022,new sale,99 yrs
TXN-01241,Jurong Lake District,d22,Yuan Ching Road,20,#34-03,03,3,991 sq.ft,"S$ 2,559,000",2025-06-01, Sub Sale ,Freehold
TXN-00868,YISHUN EMERALD,D27,Yishun Avenue 2,30,21,08,1,550 sq.ft,1309000,03 Apr 2025, Resale ,Freehold
TXN-01678,  Maxwell Chambers Suites  ,d01,Maxwell Road,51,20,02,3,991 sqft,2885000,20/06/2025,resale,Freehold
TXN-01650,West  Coast  Vale, 5 ,West Coast Vale,74,24,20,3, ,2361000,26/07/2024,new sale,Freehold
TXN-01320,  Chin Swee Heights  ,D03,Chin Swee Road,18,10,11,4,"1,310 sqft","S$ 3,004,000",17 Jun 2023,NEW SALE,Freehold
TXN-01517,botanic  gardens  residences, 10 ,Cluny Park Road,23,25,03,2,69.7 sq m,"$956,000",03 Jun 2021,sub sale,Freehold
TXN-01413,Opera Estate,D15,Fidelio Street,40,#33-07,07,1,480 sq ft,"S$ 557,000",11/07/2023,new sale,Freehold
TXN-00996,  Pasir Panjang Residences  ,D5,Pasir Panjang Road,67,33,11,3,991 sqft,2260000,01/04/2025,sub sale,99 yrs
TXN-01556,  Ghim Moh Green  ,10,Ghim Moh Road,23,22,13,1,53.9 sq m ,"$$ 1,154,000",2023-01-18, Sub Sale ,Freehold
TXN-01205,East Coast Parkview,15,Marine Parade Road,17,26,13,3,"1,036 sq.ft","$1,249,000",2023-08-07,Sub Sale,99 yrs
TXN-00672,  Keppel Bay View  ,D04,Keppel Bay Drive,5,#13-20,20,3,"1,036 sq ft", 2061000 ,12 Sep 2024, Sub Sale ,99 yrs
TXN-01383,Paterson  Residences,D09,Paterson Road,34,19,08,4,1375 sq ft,3707000,2023-06-05, New Sale ,99 yrs
TXN-00452,Bishan Green,20,Bishan Street 22,71,#25-01,01,2,77.1 sq m, 2264000 ,06/02/2025,RESALE,99 yrs
TXN-00927,KALLANG RIVERSIDE,7,Kallang Avenue,9,#33-15,15,3,101.4 sqm,"S$ 2,237,000",03 Dec 2021,Resale,Freehold
TXN-01730,BEDOK RESERVOIR VIEWS,D16,Bedok Reservoir Road,13,35,09,2,830 sq ft,"$1,543,000",2022-12-04,Sub Sale,Freehold
TXN-00163,Keppel Bay View,D4,Keppel Bay Drive,35,7,06,4,1310 sq ft,"$$ 2,729,000",20/09/2023,Resale,Freehold
TXN-00484,Pasir  Ris  Seaview, 18 ,Pasir Ris Drive 1,28,12,04,3,991 sqft,"$$ 1,996,000",2024-06-22,SUB SALE,99 yrs
TXN-01707,pasir ris seaview,d18,Pasir Ris Drive 1,40,#22-08,08,3,90.2 sqm,"S$ 2,631,000",05 Aug 2024,new sale,99 yrs
TXN-00885,Balmoral  Heights,D10,Balmoral Road,75,24,10,3,"1,061 sq.ft",2582000,18 Jul 2025, Resale ,99 yrs
TXN-00645,  Tion Bahru Loft  , 3 ,Tiong Bahru Road,30,#32-18,18,3,96.2 sq m , 2193000 ,2023-12-28,New Sale,Freehold
TXN-00568,paterson  residences, 9 ,Paterson Road,59,14,17,3,971 sq.ft,"$1,438,000",2024-12-30, Resale ,99 yrs
TXN-00748,KIM SENG PLAZA,d09,Kim Seng Road,35,34,14,3,1036 sqft,"$2,344,000",28 Aug 2020,sub sale,99 yrs
TXN-00375,BUKIT TIMAH GROVE, 21 ,Upper Bukit Timah Road,61,#17-02,02,3,1011 sq ft, 2542000 ,18 Aug 2025,New Sale,99 yrs
TXN-01050,ORCHARD HERITAGE,9,Orchard Boulevard,13,#02-20,20,3,98.6 sq.m,1465000,2023-01-11,RESALE,99 yrs
TXN-00258,Geylang Quay,D14,Geylang Road,12,7,02,2,830 sq.ft,"S$ 2,320,000",13 Jul 2023, Sub Sale ,Freehold
TXN-00256,east coast parkview, 15 ,Marine Parade Road,14,29,06,3,"1,091 sq.ft", 2706000 ,15/05/2025,RESALE,99 yrs
TXN-01195,  Bukit Batok West  ,23,Bukit Batok West Avenue 8,88,23,06,3,98.6 sqm,1323000,22 Aug 2025,Sub Sale,Freehold
TXN-00534,Woodlands  Cascade,d25,Woodlands Avenue 2,57,37,12,3,991 sq.ft,1732000,06 Jan 2025,SUB SALE,Freehold
TXN-01566,  Ang Mo Kio Grove  ,d20,Ang Mo Kio Avenue 6,26,18,11,4, , 3517000 ,2023-05-14, New Sale ,99 yrs
TXN-00567,East  Coast  Parkview,D15,Marine Parade Road,66,16,13,2,77.1 sq.m,1570000,2025-01-26,New Sale,Freehold
TXN-01051,RIVER VALLEY COURT,D09,River Valley Road,19,7,09,2,730 sq.ft,1954000,03/06/2025, Resale ,99 yrs
TXN-00922,Chin  Swee  Heights,3,Chin Swee Road,50,#29-15,15,2,800 sqft,2401000,16 Feb 2025, Sub Sale ,99 yrs
TXN-00540,Bedok  Reservoir  Views,d16,Bedok Reservoir Road,17,#06-02,02,1,51.1 sqm, 1347000 ,2021-01-17,resale,99 yrs
TXN-01690,  Harbourfront Residences  ,D4,Harbourfront Avenue,54,6,16,2,710 sqft,"$$ 1,657,000",23 Aug 2025, Sub Sale ,99 yrs
TXN-01597,cecil  street  tower, 1 ,Cecil Street,36,#13-15,15,3,971 sq ft,2455000,2024-07-17,SUB SALE,99 yrs
TXN-01311,botanic gardens residences,D10,Cluny Park Road,14,4,11,3,1091 sq.ft,"$2,515,000",05 Jan 2024,RESALE,Freehold
TXN-01086,River  Valley  Court,d09,River Valley Road,88,#28-20,20,2,750 sqft,"$1,441,000",07/07/2021, Sub Sale ,Freehold
TXN-01541,Sixth  Avenue  Suites,10,Sixth Avenue,14,#05-12,12,3,991 sqft,2079000,2020-06-14, Sub Sale ,Freehold
TXN-00330,One-North Loft, 5 ,One-North Crescent,1,2,11,2,77.1 sq.m,2092000,07 Apr 2025,Sub Sale,Freehold
TXN-00132,Nassim Park,D10,Nassim Road,46,9,14,3,1061 sq ft,"$1,883,000",2025-08-29,New Sale,99 yrs
TXN-00191,SENTOSA COVE VILLAS,4,Ocean Drive,79,10,10,3,"1,061 sq.ft","$2,188,000",2024-09-14,Sub Sale,99 yrs
TXN-01233,  Lavender Street Loft  ,D7,Lavender Street,53,#17-15,15,3,90.2 sq m, 2446000 ,30/06/2023, Sub Sale ,99 yrs
TXN-01725,sembawang springs,D27,Sembawang Road,63,17,16,2,67.8 sqm,"$1,798,000",2025-04-22,RESALE,Freehold
TXN-01521,Kim Seng Plaza,D09,Kim Seng Road,17,#37-02,02,3,90.2 sq m,"$$ 1,729,000",2025-08-26,Sub Sale,99 yrs
TXN-00986,Springleaf Green,d26,Springleaf Avenue,46,5,04,3,1091 sq ft,"$$ 1,575,000",15/02/2025, Resale ,99 yrs
TXN-01176,  Botanic Gardens Residences  ,D10,Cluny Park Road,75,#05-04,04,3,1091 sqft,"$$ 1,940,000",28 Jan 2024,sub sale,99 yrs
TXN-01633,SERANGOON GARDENS,D19,Serangoon Garden Way,75,21,14,1,480 sqft,"$1,188,000",06/08/2025,new sale,Freehold
TXN-00201,river valley court,d09,River Valley Road,47,37,07,3,971 sqft,"S$ 2,201,000",2024-02-07,new sale,Freehold
TXN-00148,maxwell  chambers  suites,D01,Maxwell Road,83,30,19,3,98.6 sqm,"S$ 3,242,000",2024-11-15,NEW SALE,Freehold
TXN-00546,beauty  world  residences,d21,Jalan Jurong Kechil,52,#13-18,18,1,480 sq ft,"S$ 1,307,000",02 Dec 2024,Resale,Freehold
TXN-00886,  Redhill Peak  , 3 ,Redhill Close,2,20,12,2,800 sq.ft,"$1,762,000",02 Dec 2024, Sub Sale ,99 yrs
TXN-01635,east coast parkview, 15 ,Marine Parade Road,68,33,14,3,93.9 sq m ,"S$ 1,537,000",11/01/2023,NEW SALE,Freehold
TXN-00308,marina  bay  suites,D01,Marina Boulevard,17,#09-14,14,1,580 sq.ft,"$$ 1,278,000",28 Apr 2023,New Sale,99 yrs
TXN-00219,hillview  heights,D23,Hillview Avenue,24,#27-16,16,4,1330 sq.ft,"S$ 1,561,000",04/09/2025, New Sale ,99 yrs
TXN-01648,Tion Bahru Loft,d03,Tiong Bahru Road,21,9,08,2,72.0 sq.m,"$$ 1,440,000",2024-01-22,resale,Freehold
TXN-00976,EUNOS VILLE, 14 ,Eunos Road 2,48,9,19,3,"1,061 sq.ft",1576000,10/06/2021,new sale,99 yrs
TXN-00356,Maxwell  Chambers  Suites,D1,Maxwell Road,45,6,08,2,69.7 sq m ,2270000,12 Feb 2025, Sub Sale ,99 yrs
TXN-00290,bishan green,20,Bishan Street 22,50,10,19,3,1036 sq.ft,"S$ 2,026,000",07 Sep 2023,SUB SALE,99 yrs
