transaction_id,project_name,district,street,block,floor,unit,bedrooms,area,price,sale_date,sale_type,tenure
T1791,Bukit Verde,D23,Bukit Batok West Ave 5,26B,10,3,2,677 sqft,"$1,267,000",19/08/2024,New Sale,99 yrs
T1973,BUKIT VERDE,D23,Bukit Batok West Ave 5,49A,30,8,2,716 sqft,"S$ 991,000",2021-02-08,Resale,99 yrs
T2768,Westwood Gardens,22,Westwood Ave,33A,#20-09,9,4,127.6 sqm,2392000,2024-11-25,New Sale,99 yrs
T1055,Lakeshore Grand,D22,Lakeside Drive,31A,13,8,3,908 sq ft,1584000,2024-04-04,Resale,99 yrs
T2539,Pasir View Residences,D18,Pasir Ris Drive 3,90B,22,9,4,1360 sqft,2811000,22 Mar 2026,NEW SALE,99 yrs
T2124,Tanjong Heights,D15,Tanjong Katong Road,4A,12,3,2,673 sqft,1475000,24/01/2021,New Sale,Freehold
T1879,Bukit Verde,D23,Bukit Batok West Ave 5,49A,21,2,2,796 sqft,"1,291,000",2022-04-20,Resale,99 yrs
T1390,Parc Meridian,D19,Hougang Ave 8,59B,12,1,3,105.2 sq m,2626000,2026-02-18,new sale,99 yrs
T2217,sengkang terrace,D19,Compassvale Bow,86A,6,5,4,"1,257 sq ft","S$ 1,716,000",2020-09-05,Resale,99 yrs
T2515,Pasir View Residences,D18,Pasir Ris Drive 3,66,7,5,4,1357 sqft,2345000,09 Jan 2024,RESALE,99 yrs
T2016,Tanjong Heights,D15,Tanjong Katong Road,49B,11,10,2,736 sq ft,"$1,774,000",17/12/2022,Resale,Freehold
T2790,Westwood Gardens,D22,Westwood Ave,33A,9,8,3,1008 sqft,1913000,22 Dec 2025,RESALE,99 yrs
T2669,QUEENS PARKVIEW,D03,Queensway,88,15,3,3,"1,113 sq ft",2884000,19/12/2024,Resale,99 yrs
T1364,Parc Meridian,D19,Hougang Ave 8,23A,16,1,2,703 sqft,1384000,2023-01-03,new sale,99 yrs
T1817,Bukit Verde,D23,Bukit Batok West Ave 5,49A,7,2,2,68.9 sq m,"S$ 1,240,000",01/08/2023,Resale,99 yrs
T2774,Westwood Gardens,D22,Westwood Ave,56B,3,10,2,795 sqft,"$1,250,000",2023-07-14,Resale,99 yrs
T2005,bukit verde,D23,Bukit Batok West Ave 5,49A,28,2,2,65.5 sq m,1089000,2021-05-27,Resale,99 yrs
T1687,Riverbend Suites,D05,West Coast Crescent,54,14,1,1,508 sqft,1053000,09/05/2023,Resale,99 yrs
T2255,Sengkang Terrace,D19,Compassvale Bow,53A,16,7,2,664 sqft,1298000,22/01/2025,New Sale,99 yrs
T1417,the orchid residences,D10,Orchard Boulevard,52A,19,6,4,1404 sqft,3594000,2020-02-17,Resale,Freehold
T1510,The Orchid Residences,D10,Orchard Boulevard,52A,10,4,2,62.5 sqm,"$1,998,000",2024-01-27,New Sale,Freehold
T2483,PASIR VIEW RESIDENCES,18,Pasir Ris Drive 3,90B,27,7,1,559 sqft,1077000,2023-09-12,Resale,99 yrs
T1940,BUKIT VERDE,D23,Bukit Batok West Ave 5,26B,#15-10,10,3,958 sqft,1361000,2020-11-27,RESALE,99 yrs
T2097,Tanjong Heights,D15,Tanjong Katong Road,4A,5,9,2,668 sqft,1479000,2021-12-20,New Sale,Freehold
T2829,Westwood Gardens,D22,Westwood Ave,54B,26,10,1,513 sqft,1012000,2025-12-23,resale,99 yrs
T1375,Parc Meridian,D19,Hougang Ave 8,25B,26,12,3,95.5 sqm,1981000,2022-02-12,Resale,99 yrs
T1269,Parc Meridian,D19,Hougang Ave 8,59B,16,2,1,551 sqft,"$1,132,000",27/06/2024,New Sale,99 yrs
T1287,PARC MERIDIAN,D19,Hougang Ave 8,23A,#13-10,10,1,538 sq ft,1218000,28/11/2025,new sale,99 yrs
T1429,The Orchid Residences,D10,Orchard Boulevard,52A,14,1,1,571 sqft,1782000,2025-04-24,Resale,Freehold
T1647,Riverbend Suites,D05,West Coast Crescent,16B,10,5,2,69.4 sq m,"1,313,000",19/10/2020,Resale,99 yrs
T2746,Westwood Gardens,D22,Westwood Ave,33A,21,5,3,1038 sqft,"$1,354,000",2020-04-28,resale,99 yrs
T1371,Parc Meridian,D19,Hougang Ave 8,59B,14,10,2,791 sqft,"S$ 1,484,000",17 Jan 2022,New Sale,99 yrs
T2749,Westwood Gardens,D22,Westwood Ave,56B,4,5,2,788 sqft,1199000,07/05/2025,Resale,99 yrs
T2377,Holland Crest,D10,Holland Road,28,#18-11,11,3,1134 sqft,3494000,26/07/2021,Resale,Freehold
T2432,Pasir View Residences,D18,Pasir Ris Drive 3,66,9,7,2,707 sqft,935000,08/01/2021,Resale,99 yrs
T1766,Marina Vue,D01,Marina Way,81B,4,4,4,"1,460 sq ft","$4,231,000",2026-04-06,Resale,99 yrs
T2408,holland crest,D10,Holland Road,48,12,11,3,1108 sqft,"$3,674,000",21 Apr 2023,Resale,Freehold
T1701,Marina Vue,D01,Marina Way,81B,#13-02,2,3,1067 sqft,"$2,613,000",14/06/2021,Resale,99 yrs
T2413,Holland Crest,10,Holland Road,48,25,3,2,660 sqft,2041000,10/07/2021,Resale,Freehold
T2269,SENGKANG TERRACE,19,Compassvale Bow,53A,24,7,3,942 sqft,1665000,2022-10-22,New Sale,99 yrs
T2301,Sengkang Terrace,19,Compassvale Bow,86A,7,12,2,61.5 sq m,1178000,05 Nov 2024,RESALE,99 yrs
T1971,BUKIT VERDE,D23,Bukit Batok West Ave 5,26B,20,10,2,709 sqft,"$1,404,000",2023-09-24,New Sale,99 yrs
T1998,Bukit Verde,D23,Bukit Batok West Ave 5,49A,21,4,4,130.7 sqm,"$2,917,000",2025-07-30,Resale,99 yrs
T1066,Lakeshore Grand,D22,Lakeside Drive,61A,23,4,3,1108 sqft,"$1,809,000",2024-04-07,Resale,99 yrs
T2581,Pasir View Residences,D18,Pasir Ris Drive 3,66,#03-03,3,2,702 sqft,982000,20/03/2020,Resale,99 yrs
T1704,Marina Vue,D01,Marina Way,86B,24,9,1,516 sqft,1315000,29 Feb 2020,Resale,99 yrs
T2087,Tanjong Heights,D15,Tanjong Katong Road,4A,14,12,2,656 sqft,14500000,10 Aug 2020,New Sale,Freehold
T2471,PASIR VIEW RESIDENCES,D18,Pasir Ris Drive 3,66,20,3,1,49.5 sqm,1138000,2026-03-29,Resale,99 yrs
T1625,Riverbend Suites,D05,West Coast Crescent,54,#08-07,7,3,1145 sqft,2731000,2024-04-06,NEW SALE,99 yrs
T2263,Sengkang Terrace,D19,Compassvale Bow,86A,23,8,3,84.9 sq m,1816000,2024-02-06,RESALE,99 yrs
T1928,Bukit Verde,23,Bukit Batok West Ave 5,80B,15,7,2,662 sqft,"$1,037,000",09/08/2021,RESALE,99 yrs
T2661,Queens Parkview,D03,Queensway,88,11,4,2,64.6 sq m,"$1,619,000",28/04/2022,NEW SALE,99 yrs
T1602,Riverbend Suites,D05,West Coast Crescent,53,2,5,2,709 sqft,1442000,2022-06-09,Resale,99 yrs
T2818,Westwood Gardens,D22,Westwood Ave,56B,8,3,3,1140 sqft,1786000,2026-04-18,Resale,99 yrs
T1933,Bukit Verde,D23,Bukit Batok West Ave 5,49A,26,9,3,90.2 sqm,2190000,13 Jul 2026,Resale,99 yrs
T1464,The Orchid Residences,D10,Orchard Boulevard,52A,18,9,3,98.7 sqm,3034000,2023-02-17,Resale,Freehold
T1038,Lakeshore Grand,D22,Lakeside Drive,31A,22,2,4,116.5 sqm,"$2,655,000",2025-08-31,Resale,99 yrs
T1288,Parc Meridian,D19,Hougang Ave 8,23A,27,4,3,1031 sqft,2267000,04/09/2024,Resale,99 yrs
T1048,Lakeshore Grand,22,Lakeside Drive,61A,29,9,2,668 sq ft,1319000,22/08/2024,new sale,99 yrs
T1568,Riverbend Suites,5,West Coast Crescent,53,21,2,2,746 sqft,"$1,914,000",13/07/2025,RESALE,99 yrs
T1135,LAKESHORE GRAND,22,Lakeside Drive,21B,6,12,3,908 sqft,"$1,429,000",10/03/2021,Resale,99 yrs
T2094,Tanjong Heights,D15,Tanjong Katong Road,4A,5,10,4,1281 sqft,"2,535,000",2020-01-13,New Sale,Freehold
T2656,QUEENS PARKVIEW,D03,Queensway,52B,12,8,1,563 sqft,"1,326,000",2022-04-10,Resale,99 yrs
T2605,Pasir View Residences,D18,Pasir Ris Drive 3,58,25,9,3,999 sq ft,1884000,11/01/2024,New Sale,99 yrs
T2677,Queens Parkview,D03,Queensway,24B,14,9,1,506 sqft,1347000,10/10/2025,Resale,99 yrs
T2366,holland crest,D10,Holland Road,48,18,6,2,671 sqft,"2,255,000",2023-01-11,New Sale,Freehold
T1909,Bukit Verde,D23,Bukit Batok West Ave 5,80B,#15-05,5,3,1116 sqft,2331000,15/02/2025,NEW SALE,99 yrs
T1984,Bukit Verde,D23,Bukit Batok West Ave 5,80B,14,3,3,1144 sqft,1735000,25/08/2021,Sub Sale,99 yrs
T2338,Sengkang Terrace,19,Compassvale Bow,53A,#10-01,1,2,654 sqft,"1,335,000",2023-09-27,SUB SALE,99 yrs
T1239,PARC MERIDIAN,D19,Hougang Ave 8,59B,30,8,2,757 sqft,1714000,14/12/2024,Resale,99 yrs
T2212,Sengkang Terrace,D19,Compassvale Bow,53A,30,12,3,1149 sqft,2467000,2025-05-10,New Sale,99 yrs
T2365,Holland Crest,D10,Holland Road,28,13,9,2,60.5 sqm,"1,961,000",2022-06-25,Resale,Freehold
T2462,Pasir View Residences,D18,Pasir Ris Drive 3,66,15,3,3,1145 sqft,2105000,2023-12-22,Resale,99 yrs
T2840,westwood gardens,D22,Westwood Ave,54B,2,12,3,1106 sqft,1535000,03 Nov 2022,Resale,99 yrs
T1207,Lakeshore Grand,D22,Lakeside Drive,61A,#06-06,6,2,736 sqft,1309000,2023-02-12,Resale,99 yrs
T2385,holland crest,D10,Holland Road,87A,2,11,2,691 sqft,"S$ 1,776,000",2020-03-09,New Sale,Freehold
T1328,Parc Meridian,19,Hougang Ave 8,23A,19,3,3,95.1 sqm,1723000,26/07/2022,Resale,99 yrs
T2307,Sengkang Terrace,D19,Compassvale Bow,53A,3,11,2,71.3 sqm,"$983,000",16 Apr 2020,Sub Sale,99 yrs
T1397,Parc Meridian,D19,Hougang Ave 8,59B,16,7,3,973 sqft,1842000,2022-01-24,Sub Sale,99 yrs
T1047,Lakeshore Grand,D22,Lakeside Drive,61A,3,11,4,123.0 sqm,2060000,20 Dec 2020,Resale,99 yrs
T1883,BUKIT VERDE,D23,Bukit Batok West Ave 5,49A,23,3,3,975 sqft,1549000,2021-01-30,Resale,99 yrs
T2459,Pasir View Residences,D18,Pasir Ris Drive 3,66,18,12,2,754 sq ft,"$1,513,000",2023-12-16,Resale,99 yrs
T2718,Queens Parkview,D03,Queensway,88,22,3,4,120.5 sq m,"S$ 2,991,000",2021-06-07,Resale,99 yrs
T1378,Parc Meridian,D19,Hougang Ave 8,25B,27,3,2,657 sq ft,1385000,2023-04-08,resale,99 yrs
T2136,TANJONG HEIGHTS,D15,Tanjong Katong Road,49B,#23-05,5,3,954 sqft,2640000,19 Aug 2023,SUB SALE,Freehold
T1713,marina vue,D01,Marina Way,86B,24,4,2,671 sqft,"S$ 1,988,000",2023-03-15,Resale,99 yrs
T1985,Bukit Verde,D23,Bukit Batok West Ave 5,80B,26,4,3,937 sq ft,1712000,02/10/2023,Resale,99 yrs
T1036,Lakeshore Grand,D22,Lakeside Drive,31A,30,6,3,920 sqft,1701000,2022-11-08,New Sale,99 yrs
T2538,Pasir View Residences,D18,Pasir Ris Drive 3,58,20,1,3,"1,149 sq ft","1,743,000",2021-07-08,New Sale,99 yrs
T2449,Pasir View Residences,D18,Pasir Ris Drive 3,58,26,11,4,1389 sqft,"2,465,000",2022-10-13,Resale,99 yrs
T2447,Pasir View Residences,D18,Pasir Ris Drive 3,90B,28,7,3,98.6 sqm,"$2,334,000",28 Dec 2025,NEW SALE,99 yrs
T1447,The Orchid Residences,D10,Orchard Boulevard,52A,19,1,3,"1,054 sq ft","$3,459,000",17/05/2024,Resale,Freehold
T2009,bukit verde,D23,Bukit Batok West Ave 5,26B,25,12,3,1043 sqft,"$1,524,000",09 Apr 2020,Resale,99 yrs
T2843,Westwood Gardens,D22,Westwood Ave,54B,18,1,2,664 sqft,1130000,11/11/2024,Resale,99 yrs
T2024,Tanjong Heights,D15,Tanjong Katong Road,49B,13,7,1,53.7 sqm,"$1,496,000",2023-11-05,Resale,Freehold
T2839,Westwood Gardens,D22,Westwood Ave,54B,24,4,1,563 sqft,789000,2021-03-16,Resale,99 yrs
T1891,bukit verde,D23,Bukit Batok West Ave 5,80B,19,9,2,799 sqft,1026000,11/10/2020,Resale,99 yrs
T2309,sengkang terrace,D19,Compassvale Bow,78A,17,4,3,1104 sqft,1742000,2021-10-08,New Sale,99 yrs
T1028,Lakeshore Grand,D22,Lakeside Drive,31A,5,4,3,950 sqft,1943000,2025-12-07,Resale,99 yrs
T1604,riverbend suites,D05,West Coast Crescent,16B,9,12,3,85.7 sq m,"$1,684,000",31/05/2021,resale,99 yrs
T1309,Parc Meridian,D19,Hougang Ave 8,59B,9,5,4,1453 sqft,3255000,2026-04-20,New Sale,99 yrs
T2626,QUEENS PARKVIEW,3,Queensway,52B,10,1,2,682 sqft,"S$ 1,807,000",2025-08-11,Sub Sale,99 yrs
T2171,Sengkang Terrace,19,Compassvale Bow,78A,28,11,4,1439 sqft,"S$ 2,937,000",2025-01-14,RESALE,99 yrs
T1486,The Orchid Residences,D10,Orchard Boulevard,29B,24,7,3,102.2 sq m,3489000,01/07/2021,Sub Sale,Freehold
T1854,Bukit Verde,D23,Bukit Batok West Ave 5,80B,18,2,3,975 sq ft,"S$ 1,297,000",2020-08-27,New Sale,99 yrs
T2580,pasir view residences,D18,Pasir Ris Drive 3,58,14,11,2,777 sqft,1013000,2020-04-23,Sub Sale,99 yrs
T2750,Westwood Gardens,D22,Westwood Ave,56B,2,9,2,,"$928,000",2022-04-18,Resale,99 yrs
T1043,Lakeshore Grand,D22,Lakeside Drive,31A,#07-10,10,1,48.9 sqm,1016000,2024-08-22,Sub Sale,99 yrs
T1764,Marina Vue,D01,Marina Way,20,15,5,4,1453 sqft,"$3,675,000",2021-05-05,Sub Sale,99 yrs
T2767,Westwood Gardens,D22,Westwood Ave,54B,21,11,3,1011 sqft,"$1,919,000",07 Oct 2025,resale,99 yrs
T2111,Tanjong Heights,D15,Tanjong Katong Road,65A,#25-06,6,2,694 sqft,"$2,062,000",2025-05-10,RESALE,Freehold
T1835,Bukit Verde,D23,Bukit Batok West Ave 5,80B,24,11,3,971 sqft,2115000,2025-09-07,New Sale,99 yrs
T2259,SENGKANG TERRACE,19,Compassvale Bow,86A,27,8,2,63.4 sqm,1200000,2022-11-04,Resale,99 yrs
T1490,The Orchid Residences,D10,Orchard Boulevard,74B,#11-06,6,3,971 sq ft,2778000,2021-10-07,New Sale,Freehold
T1342,Parc Meridian,D19,Hougang Ave 8,25B,14,8,2,67.8 sqm,1633000,12/07/2026,Resale,99 yrs
T1305,Parc Meridian,D19,Hougang Ave 8,59B,9,2,3,92.2 sqm,1692000,2021-11-15,RESALE,99 yrs
T1987,Bukit Verde,D23,Bukit Batok West Ave 5,49A,4,5,2,72.7 sq m,1620000,2026-04-23,Resale,99 yrs
T1988,Bukit Verde,D23,Bukit Batok West Ave 5,49A,8,8,2,736 sqft,"$1,573,000",2026-04-10,New Sale,99 yrs
T1408,the orchid residences,D10,Orchard Boulevard,52A,#05-06,6,2,67.0 sq m,"S$ 2,221,000",05/03/2025,Resale,Freehold
T2848,Westwood Gardens,22,Westwood Ave,54B,11,4,2,69.7 sqm,1189000,14/09/2024,Resale,99 yrs
T2748,Westwood Gardens,D22,Westwood Ave,56B,25,3,4,1378 sqft,"$1,855,000",2020-08-26,Resale,99 yrs
T2765,Westwood Gardens,22,Westwood Ave,33A,28,8,3,913 sqft,"$1,670,000",2026-01-23,New Sale,99 yrs
T1936,Bukit Verde,D23,Bukit Batok West Ave 5,26B,14,3,2,68.6 sq m,1661000,2026-03-17,RESALE,99 yrs
T1574,RIVERBEND SUITES,D05,West Coast Crescent,16B,#14-10,10,2,71.8 sq m,1855000,2025-03-08,Resale,99 yrs
T1258,PARC MERIDIAN,D19,Hougang Ave 8,25B,22,12,2,63.4 sqm,"1,533,000",12/09/2024,Resale,99 yrs
T2591,Pasir View Residences,D18,Pasir Ris Drive 3,90B,20,12,2,66.5 sqm,"$1,296,000",18/03/2024,RESALE,99 yrs
T2588,Pasir View Residences,D18,Pasir Ris Drive 3,66,29,5,2,670 sqft,"$1,068,000",2020-10-22,RESALE,99 yrs
T2324,Sengkang Terrace,D19,Compassvale Bow,78A,22,6,3,1112 sqft,1758000,2020-09-07,sub sale,99 yrs
T2492,Pasir View Residences,D18,Pasir Ris Drive 3,66,24,8,2,663 sqft,"1,034,000",2022-01-27,Sub Sale,99 yrs
T2525,Pasir View Residences,D18,Pasir Ris Drive 3,90B,22,7,3,984 sqft,1654000,2022-06-19,Sub Sale,99 yrs
T1018,Lakeshore Grand,D22,Lakeside Drive,31A,12,3,2,658 sqft,"$1,064,000",2021-09-16,Resale,99 yrs
T2744,Westwood Gardens,D22,Westwood Ave,33A,12,1,2,723 sqft,"$959,000",2020-07-26,Sub Sale,99 yrs
T2399,Holland Crest,D10,Holland Road,48,6,1,1,525 sq ft,1610000,2021-12-14,SUB SALE,Freehold
T1864,Bukit Verde,D23,Bukit Batok West Ave 5,80B,9,11,2,742 sq ft,"$1,224,000",2022-11-24,Resale,99 yrs
T2727,Queens Parkview,D03,Queensway,88,3,10,4,,"$3,070,000",10 Feb 2021,Sub Sale,99 yrs
T1560,Riverbend Suites,D05,West Coast Crescent,54,21,6,3,"1,059 sq ft",2480000,2024-02-04,New Sale,99 yrs
T2143,Tanjong Heights,D15,Tanjong Katong Road,65A,12,4,2,70.8 sqm,"$1,830,000",2023-02-22,Sub Sale,Freehold
T1205,LAKESHORE GRAND,D22,Lakeside Drive,31A,15,5,3,100.1 sq m,1957000,2024-05-20,New Sale,99 yrs
T1458,The Orchid Residences,D10,Orchard Boulevard,29B,19,2,3,104.2 sq m,-,2020-03-13,Resale,Freehold
T1670,Riverbend Suites,D05,West Coast Crescent,54,15,6,3,904 sq ft,1497000,14/08/2020,resale,99 yrs
T1470,THE ORCHID RESIDENCES,D10,Orchard Boulevard,74B,7,9,2,688 sqft,"$1,999,000",2023-11-16,RESALE,Freehold
T1700,Marina Vue,D01,Marina Way,81B,#22-01,1,3,1122 sqft,"$3,285,000",2025-05-25,Resale,99 yrs
T1462,THE ORCHID RESIDENCES,10,Orchard Boulevard,52A,12,4,3,1047 sqft,3328000,14/11/2025,resale,Freehold
T2714,queens parkview,D03,Queensway,88,#04-04,4,4,"1,426 sq ft",2993000,13/06/2021,Resale,99 yrs
T1561,Riverbend Suites,D05,West Coast Crescent,53,14,4,2,705 sqft,1819000,20/03/2025,New Sale,99 yrs
T2141,Tanjong Heights,D15,Tanjong Katong Road,4A,16,9,3,920 sqft,2426000,2024-03-21,NEW SALE,Freehold
T1409,The Orchid Residences,D10,Orchard Boulevard,74B,24,11,3,1116 sqft,3395000,06/01/2024,Sub Sale,Freehold
T1577,Riverbend Suites,5,West Coast Crescent,54,21,8,4,,"$2,605,000",17/10/2020,Resale,99 yrs
T2340,Sengkang Terrace,D19,Compassvale Bow,53A,20,11,4,121.1 sq m,2153000,10/05/2022,Resale,99 yrs
T1410,The Orchid Residences,D10,Orchard Boulevard,29B,25,2,3,1018 sqft,3568000,2026-03-21,Resale,Freehold
T2529,Pasir View Residences,D18,Pasir Ris Drive 3,66,8,4,4,1376 sqft,2347000,04/08/2023,Resale,99 yrs
T1706,Marina Vue,D01,Marina Way,86B,#30-11,11,1,573 sqft,1406000,2021-03-04,Resale,99 yrs
T2466,PASIR VIEW RESIDENCES,D18,Pasir Ris Drive 3,90B,3,7,3,"1,039 sq ft","1,850,000",10/03/2024,RESALE,99 yrs
T2613,Queens Parkview,D03,Queensway,24B,23,4,3,975 sqft,"$2,303,000",11 Mar 2023,Resale,99 yrs
T2576,Pasir View Residences,D18,Pasir Ris Drive 3,66,22,3,4,1358 sqft,2413000,17 Apr 2023,Resale,99 yrs
T2259,Sengkang Terrace,19,Compassvale Bow,86A,27,8,2,682 sqft,"$1,200,000",04/11/2022,Resale,99 yrs
T1926,Bukit Verde,D23,Bukit Batok West Ave 5,80B,30,10,4,1416 sqft,"2,043,000",2020-10-14,Resale,99 yrs
T2689,Queens Parkview,3,Queensway,24B,#22-11,11,3,1141 sqft,3244000,2024-12-12,Resale,99 yrs
T2563,Pasir View Residences,D18,Pasir Ris Drive 3,58,22,7,3,909 sq ft,1392000,31/08/2020,RESALE,99 yrs
T2523,Pasir View Residences,D18,Pasir Ris Drive 3,90B,19,12,4,1385 sqft,2217000,2020-08-01,RESALE,99 yrs
T2646,Queens Parkview,D03,Queensway,88,16,3,1,49.8 sq m,1381000,26/06/2024,Resale,99 yrs
T1223,Parc Meridian,D19,Hougang Ave 8,25B,6,11,3,944 sqft,"$1,437,000",16/02/2020,New Sale,99 yrs
T1607,Riverbend Suites,D05,West Coast Crescent,54,8,4,3,908 sqft,"$1,890,000",30/08/2024,Resale,99 yrs
T2314,Sengkang Terrace,19,Compassvale Bow,53A,15,11,1,555 sqft,740000,24/11/2020,RESALE,99 yrs
T1703,Marina Vue,D01,Marina Way,86B,24,2,3,965 sqft,2745000,11/07/2024,New Sale,99 yrs
T1953,bukit verde,D23,Bukit Batok West Ave 5,49A,9,1,3,91.0 sq m,1449000,15 Jul 2022,Resale,99 yrs
T2312,Sengkang Terrace,D19,Compassvale Bow,86A,21,4,1,47.9 sqm,"1,019,000",2026-04-13,Resale,99 yrs
T2014,Tanjong Heights,15,Tanjong Katong Road,49B,26,8,3,1069 sqft,"3,437,000",2026-01-19,Resale,Freehold
T1072,Lakeshore Grand,D22,Lakeside Drive,61A,15,10,4,1424 sqft,"S$ 2,872,000",2025-03-13,Resale,99 yrs
T2601,Pasir View Residences,D18,Pasir Ris Drive 3,90B,10,11,3,920 sqft,"$1,497,000",2023-10-20,Resale,99 yrs
T1333,Parc Meridian,D19,Hougang Ave 8,59B,7,8,1,511 sq ft,927000,18/03/2024,New Sale,99 yrs
T2363,holland crest,D10,Holland Road,28,#03-03,3,4,"1,463 sq ft",5163000,2025-12-07,Sub Sale,Freehold
T2407,holland crest,D10,Holland Road,87A,24,9,2,762 sqft,2621000,2025-07-12,Resale,Freehold
T1202,Lakeshore Grand,D22,Lakeside Drive,21B,22,4,3,88.7 sqm,1466000,2020-02-24,Resale,99 yrs
T2167,Sengkang Terrace,D19,Compassvale Bow,78A,#16-07,7,2,686 sqft,1238000,2023-02-03,Resale,99 yrs
T2266,Sengkang Terrace,D19,Compassvale Bow,53A,24,2,3,98.6 sqm,"$1,354,000",2020-04-01,Resale,99 yrs
T1468,The Orchid Residences,D10,Orchard Boulevard,74B,15,9,3,984 sqft,2849000,2020-09-07,New Sale,Freehold
T1878,Bukit Verde,D23,Bukit Batok West Ave 5,49A,30,10,2,65.8 sq m,"$1,046,000",2020-06-28,Resale,99 yrs
T2113,Tanjong Heights,15,Tanjong Katong Road,65A,20,4,2,751 sqft,2203000,05/06/2026,RESALE,Freehold
T2633,Queens Parkview,D03,Queensway,24B,3,10,3,101.4 sqm,"$2,103,000",2020-01-02,Resale,99 yrs
T1093,Lakeshore Grand,D22,Lakeside Drive,31A,11,1,4,"1,278 sq ft","2,088,000",25/12/2021,Resale,99 yrs
T1910,Bukit Verde,D23,Bukit Batok West Ave 5,80B,4,3,2,682 sqft,"$1,268,000",03/09/2025,Resale,99 yrs
T1407,The Orchid Residences,D10,Orchard Boulevard,29B,15,4,1,46.5 sq m,"$1,484,000",2021-10-04,resale,Freehold
T1136,Lakeshore Grand,D22,Lakeside Drive,21B,20,6,2,73.3 sq m,"$1,338,000",17/10/2022,Resale,99 yrs
T2358,HOLLAND CREST,D10,Holland Road,48,4,11,2,789 sqft,"2,562,000",2024-05-07,Resale,Freehold
T1972,BUKIT VERDE,D23,Bukit Batok West Ave 5,80B,9,2,3,903 sqft,1531000,07/06/2024,Resale,99 yrs
T1620,Riverbend Suites,D05,West Coast Crescent,53,16,7,2,71.0 sqm,"$1,445,000",2020-04-29,RESALE,99 yrs
T2251,Sengkang Terrace,D19,Compassvale Bow,86A,25,12,1,487 sqft,"$837,000",26 Oct 2022,RESALE,99 yrs
T1277,Parc Meridian,D19,Hougang Ave 8,25B,17,6,3,"1,097 sq ft",2065000,2022-08-21,Resale,99 yrs
T2593,PASIR VIEW RESIDENCES,D18,Pasir Ris Drive 3,58,15,12,2,685 sqft,1422000,2024-11-25,Resale,99 yrs
T1623,Riverbend Suites,D05,West Coast Crescent,53,13,11,3,1014 sqft,2174000,01/08/2023,Resale,99 yrs
T2760,Westwood Gardens,D22,Westwood Ave,33A,18,10,2,731 sqft,1101000,2022-06-12,Resale,99 yrs
T2813,Westwood Gardens,D22,Westwood Ave,56B,12,11,3,104.9 sq m,1415000,2020-02-17,Sub Sale,99 yrs
T2479,Pasir View Residences,D18,Pasir Ris Drive 3,90B,#15-10,10,4,"1,349 sq ft",2421000,2024-02-16,Resale,99 yrs
T1831,Bukit Verde,D23,Bukit Batok West Ave 5,26B,23,12,1,548 sqft,850000,31 Mar 2022,Resale,99 yrs
T1456,The Orchid Residences,D10,Orchard Boulevard,74B,27,9,2,794 sqft,"$2,257,000",2020-08-31,New Sale,Freehold
T1495,THE ORCHID RESIDENCES,D10,Orchard Boulevard,29B,30,10,3,1052 sqft,3202000,2023-03-10,Resale,Freehold
T2362,HOLLAND CREST,D10,Holland Road,28,#27-10,10,3,915 sqft,"$3,237,000",2024-02-02,Resale,Freehold
T1186,Lakeshore Grand,D22,Lakeside Drive,61A,10,4,1,561 sq ft,-,2023-03-23,resale,99 yrs
T1580,Riverbend Suites,D05,West Coast Crescent,53,#28-08,8,3,985 sqft,"2,625,000",06/01/2025,resale,99 yrs
T1832,Bukit Verde,D23,Bukit Batok West Ave 5,80B,4,3,1,51.3 sqm,832000,2022-10-02,Resale,99 yrs
T1330,Parc Meridian,D19,Hougang Ave 8,23A,8,11,1,558 sqft,"$961,000",2021-05-12,New Sale,99 yrs
T2382,Holland Crest,D10,Holland Road,87A,15,2,2,71.7 sq m,2169000,2021-01-06,Resale,Freehold
T1329,Parc Meridian,D19,Hougang Ave 8,23A,#25-02,2,2,785 sqft,"$1,796,000",2025-10-16,Sub Sale,99 yrs
T1261,Parc Meridian,D19,Hougang Ave 8,23A,5,6,3,88.6 sq m,1892000,06/06/2024,New Sale,99 yrs
T1892,BUKIT VERDE,D23,Bukit Batok West Ave 5,26B,29,12,3,1089 sqft,"$2,213,000",2024-09-04,Resale,99 yrs
T1178,Lakeshore Grand,D22,Lakeside Drive,21B,27,12,3,1029 sqft,"$2,213,000",11/01/2025,new sale,99 yrs
T2083,Tanjong Heights,D15,Tanjong Katong Road,49B,#08-02,2,1,49.8 sqm,1116000,2020-09-14,sub sale,Freehold
T1873,Bukit Verde,D23,Bukit Batok West Ave 5,26B,2,6,3,915 sqft,1906000,2026-06-06,New Sale,99 yrs
T1405,The Orchid Residences,D10,Orchard Boulevard,74B,29,3,4,"1,452 sq ft",4389000,26/07/2021,Resale,Freehold
T1807,Bukit Verde,D23,Bukit Batok West Ave 5,26B,2,10,2,63.4 sq m,1286000,17/05/2025,Resale,99 yrs
T2514,Pasir View Residences,D18,Pasir Ris Drive 3,90B,9,12,3,103.6 sq m,"2,035,000",19/01/2026,RESALE,99 yrs
T2542,Pasir View Residences,D18,Pasir Ris Drive 3,58,3,12,1,493 sqft,"$800,000",2022-05-24,SUB SALE,99 yrs
